id	name	direction	gpr	pathway	enzyme	equation	reference
rxn00830[c0]	Isopentenyl-diphosphate delta3-delta2-isomerase c0	=	kb|g.575.peg.43	Isoprenoid Biosynthesis; Archaeal Lipids	5.3.3.2	cpd00113[c0]  <=> cpd00202[c0] 	 
rxn08180[c0]	Biotin synthase c0	>	kb|g.575.peg.1238	Biotin Biosynthesis	|2.8.1.6|	cpd00017[c0] + cpd01311[c0] + cpd00074[c0]  -> cpd00067[c0] + cpd00060[c0] + cpd03091[c0] + cpd00104[c0] 	 
rxn00800[c0]	N6-1 2-DicarboxyethylAMP AMP-lyase c0	=	kb|g.575.peg.971	De Novo Purine Biosynthesis	4.3.2.2	cpd02375[c0]  <=> cpd00106[c0] + cpd00018[c0] 	 
rxn05234[c0]	Ribonucleotide reductase GTP c0	>	kb|g.575.peg.227	Ribonucleotide Reduction	1.17.4.2	cpd11421[c0] + cpd00038[c0]  -> cpd11420[c0] + cpd00001[c0] + cpd00241[c0] 	 
rxn01465[c0]	S-Dihydroorotate amidohydrolase c0	=	kb|g.575.peg.1009	De Novo Pyrimidine Synthesis	3.5.2.3	cpd00001[c0] + cpd00282[c0]  <=> cpd00067[c0] + cpd00343[c0] 	 
rxn00863[c0]	L-Histidinal NAD oxidoreductase c0	>	kb|g.575.peg.968	Histidine Biosynthesis	|1.1.1.23|	cpd00001[c0] + cpd00003[c0] + cpd01324[c0]  -> 2 cpd00067[c0] + cpd00004[c0] + cpd00119[c0] 	 
rxn09449[c0]	fatty-acid--CoA ligase octadecanoate c0	>	kb|g.575.peg.566	Unsaturated Fatty Acid Biosynthesis; Biotin Biosynthesis	|6.2.1.3|	cpd00067[c0] + cpd00010[c0] + cpd00002[c0] + cpd01080[c0]  -> cpd00012[c0] + cpd00018[c0] + cpd00327[c0] 	 
rxn03436[c0]	S-2-Aceto-2-hydroxybutanoate NADP oxidoreductase isomerizing c0	=	kb|g.575.peg.654	Coenzyme A Biosynthesis; Branched Chain Amino Acid Biosynthesis 	|1.1.1.86|5.4.99.3|	cpd00498[c0]  <=> cpd10162[c0] 	 
rxn08307[c0]	CDP-diacylglycerol synthetase n-C14 0 c0	=	kb|g.575.peg.1698	Glycerolipid and Glycerophospholipid Metabolism (Bacteria)	|2.7.7.41|	cpd00052[c0] + cpd15522[c0]  <=> cpd00012[c0] + cpd15423[c0] 	 
rxn05555[c0]	iron II transport via ABC system c0	>	kb|g.575.peg.630	Transport		cpd00001[c0] + cpd00002[c0] + cpd10515[e0]  -> cpd00067[c0] + cpd00009[c0] + cpd00008[c0] + cpd10515[c0] 	 
rxn02159[c0]	L-Histidinol NAD oxidoreductase c0	=	kb|g.575.peg.968	Histidine Biosynthesis	|1.1.1.23|	cpd00003[c0] + cpd00641[c0]  <=> cpd00067[c0] + cpd00004[c0] + cpd01324[c0] 	 
rxn00727[c0]	Chorismate pyruvate-lyase amino-accepting c0	>	(kb|g.575.peg.1006 and kb|g.575.peg.1005)	Tryptophan Synthesis	4.1.3.27	cpd00053[c0] + cpd00216[c0]  -> cpd00067[c0] + cpd00023[c0] + cpd00020[c0] + cpd00093[c0] 	 
rxn04385[c0]	L-threonine-O-3-phosphate carboxy-lyase c0	>	kb|g.575.peg.231	Coenzyme B12 Biosynthesis	|4.1.1.81|	cpd00067[c0] + cpd08928[c0]  -> cpd00011[c0] + cpd02547[c0] 	 
rxn01300[c0]	ATP L-homoserine O-phosphotransferase c0	=	kb|g.575.peg.295	Methionine Biosynthesis	2.7.1.39	cpd00227[c0] + cpd00002[c0]  <=> cpd00008[c0] + cpd00809[c0] 	 
rxn00175[c0]	Acetate CoA ligase AMP-forming c0	>	kb|g.575.peg.148	Pyruvate Metabolism II: Acetyl-CoA, Acetogenesis from Pyruvate	6.2.1.1	cpd00067[c0] + cpd00010[c0] + cpd00029[c0] + cpd00002[c0]  <=> cpd00022[c0] + cpd00012[c0] + cpd00018[c0] 	 
rxn06979[c0]	rxn06979 c0	=	(kb|g.575.peg.1478 or kb|g.575.peg.1477 or kb|g.575.peg.28)	Coenzyme B12 Biosynthesis	|6.3.1.-|	2 cpd00001[c0] + 2 cpd00002[c0] + 2 cpd00053[c0] + cpd03421[c0]  <=> 2 cpd00067[c0] + 2 cpd00009[c0] + 2 cpd00008[c0] + 2 cpd00023[c0] + cpd03914[c0] 	 
rxn12642[c0]	aminopeptidase c0	=	(kb|g.575.peg.1204 or kb|g.575.peg.1444)	Protein Degradation		cpd00001[c0] + cpd11584[c0]  <=> cpd00035[c0] + cpd00119[c0] 	 
rxn05247[c0]	FACOAL140ISO c0	>	kb|g.575.peg.566	Unsaturated Fatty Acid Biosynthesis; Biotin Biosynthesis	|6.2.1.3|	cpd00067[c0] + cpd00010[c0] + cpd00002[c0] + cpd11430[c0]  -> cpd00012[c0] + cpd00018[c0] + cpd11435[c0] 	 
rxn00986[c0]	Propanoate CoA ligase AMP-forming c0	>	kb|g.575.peg.148	Protein Acetylation and Deacetylation in Bacteria	|6.2.1.1|6.2.1.17|	cpd00012[c0] + cpd03560[c0]  -> cpd00067[c0] + cpd00002[c0] + cpd00141[c0] 	 
rxn07588[c0]	rxn07588 c0	=	kb|g.575.peg.1227	Coenzyme B12 Biosynthesis		cpd00017[c0] + cpd08373[c0]  <=> cpd00067[c0] + cpd00019[c0] + cpd14961[c0] 	 
rxn10473[c0]	chlorideion transport out via diffusion c0	=		Transport		cpd00099[e0]  <=> cpd00099[c0] 	 
rxn05559[c0]	formate transport in via proton symport c0	=	kb|g.575.peg.1301	Transport		cpd00067[e0] + cpd00047[e0]  <=> cpd00067[c0] + cpd00047[c0] 	 
rxn03068[c0]	R-2 3-Dihydroxy-3-methylbutanoate NADP oxidoreductase c0	=	kb|g.575.peg.654	Coenzyme A Biosynthesis; Branched Chain Amino Acid Biosynthesis 	|1.1.1.86|	cpd00006[c0] + cpd02498[c0]  <=> cpd00067[c0] + cpd00005[c0] + cpd02569[c0] 	 
rxn12634[c0]	aminopeptidase c0	=	(kb|g.575.peg.1204 or kb|g.575.peg.1444)	Protein Degradation		cpd00001[c0] + cpd11592[c0]  <=> cpd00033[c0] + cpd00023[c0] 	 
rxn01269[c0]	Prephenate NADP oxidoreductasedecarboxylating c0	>	kb|g.575.peg.1514	Chorismate Synthesis	|1.3.1.13|1.3.1.43|	cpd00006[c0] + cpd00219[c0]  -> cpd00011[c0] + cpd00005[c0] + cpd00868[c0] 	 
rxn04048[c0]	cobalt-precorrin-4 methyltransferase c0	=	kb|g.575.peg.1662	Coenzyme B12 Biosynthesis	|2.1.1.133|	cpd00017[c0] + cpd08370[c0]  <=> cpd08371[c0] + cpd00019[c0] 	 
rxn00278[c0]	L-Alanine NAD oxidoreductase deaminating c0	=	kb|g.575.peg.1513	Pyruvate Alanine Serine Interconversions	|1.4.1.1|	cpd00001[c0] + cpd00035[c0] + cpd00003[c0]  <=> cpd00067[c0] + cpd00004[c0] + cpd00013[c0] + cpd00020[c0] 	 
rxn00790[c0]	5-Phosphoribosylamine pyrophosphate phosphoribosyltransferase c0	>	kb|g.575.peg.1146	De Novo Purine Biosynthesis	2.4.2.14	cpd00001[c0] + cpd00053[c0] + cpd00103[c0]  -> cpd00012[c0] + cpd00023[c0] + cpd01982[c0] 	 
rxn00060[c0]	Porphobilinogen ammonia-lyase polymerizing c0	>	kb|g.575.peg.872	Heme and Siroheme Biosynthesis	2.5.1.61|4.3.1.8	cpd00001[c0] + 4 cpd00689[c0]  -> 4 cpd00013[c0] + cpd00755[c0] 	 
rxn04050[c0]	precorrin-6A reductase c0	=	kb|g.575.peg.599	Coenzyme B12 Biosynthesis	|1.3.1.54|	cpd00067[c0] + cpd00005[c0] + cpd08372[c0]  <=> cpd00006[c0] + cpd08373[c0] 	 
rxn02473[c0]	D-erythro-1-Imidazol-4-ylglycerol 3-phosphate hydro-lyase c0	>	kb|g.575.peg.548	Histidine Biosynthesis	4.2.1.19	cpd02843[c0]  -> cpd00001[c0] + cpd00930[c0] 	 
rxn00834[c0]	IMP NAD oxidoreductase c0	=	kb|g.575.peg.133	Purine Conversions	1.1.1.205	cpd00001[c0] + cpd00003[c0] + cpd00114[c0]  <=> cpd00067[c0] + cpd00004[c0] + cpd00497[c0] 	 
rxn12639[c0]	aminopeptidase c0	=	(kb|g.575.peg.1204 or kb|g.575.peg.1444)	Protein Degradation		cpd00001[c0] + cpd11587[c0]  <=> cpd00035[c0] + cpd00053[c0] 	 
rxn03080[c0]	6 7-Dimethyl-8-1-D-ribityllumazine 6 7-dimethyl-8-1-D-ribityl c0	=	kb|g.575.peg.50	Riboflavin, FMN, and FAD Metabolism	2.5.1.9	cpd02882[c0] + cpd11225[c0]  <=> cpd00067[c0] + 2 cpd00001[c0] + cpd00009[c0] + cpd02656[c0] 	 
rxn03085[c0]	5 10-Methylenetetrahydromethanopterin coenzyme-F420 oxidoreductase c0	=	kb|g.575.peg.58	Methanogenesis	|1.5.99.11|	cpd00792[c0] + cpd02679[c0]  <=> cpd02737[c0] + cpd00649[c0] 	 
rxn02297[c0]	6-Carboxyhexanoyl-CoA L-alanine C-carboxyhexanoyltransferase c0	>	kb|g.575.peg.1574	Sphingolipid Biosynthesis; Biotin Biosynthesis	2.3.1.47	cpd00067[c0] + cpd00035[c0] + cpd00782[c0]  -> cpd00011[c0] + cpd00010[c0] + cpd00800[c0] 	 
rxn05040[c0]	3 4-Dihydroxy-2-butanone 4-phosphate synthase c0	>	(kb|g.575.peg.183)	Riboflavin, FMN, and FAD Metabolism		cpd00171[c0]  -> cpd00067[c0] + cpd00047[c0] + cpd11225[c0] 	 
rxn00105[c0]	ATP nicotinamide-nucleotide adenylyltransferase c0	=	kb|g.575.peg.1578	NAD/NADP Cofactor Biosynthesis	2.7.7.1|2.7.7.18	cpd00002[c0] + cpd00355[c0]  <=> cpd00003[c0] + cpd00012[c0] 	 
rxn00799[c0]	S-Malate hydro-lyase c0	=	(kb|g.575.peg.130 or kb|g.575.peg.1548)	TCA Cycle	4.2.1.2	cpd00130[c0]  <=> cpd00106[c0] + cpd00001[c0] 	 
rxn00313[c0]	meso-2 6-Diaminoheptanedioate carboxy-lyase c0	>	kb|g.575.peg.1200	Lysine Biosynthesis DAP Pathway	4.1.1.20	cpd00067[c0] + cpd00516[c0]  -> cpd00011[c0] + cpd00039[c0] 	 
rxn10226[c0]	isoheptadecanoyl-CDPdiacylglycerol-serine O-phosphatidyltransferase c0	>	kb|g.575.peg.1171	Glycerolipid and Glycerophospholipid Metabolism (Bacteria)	|2.7.8.8|	cpd00054[c0] + cpd15683[c0]  -> cpd00067[c0] + cpd00046[c0] + cpd15689[c0] 	 
rxn05248[c0]	FACOAL150anteiso c0	>	kb|g.575.peg.566	Unsaturated Fatty Acid Biosynthesis; Biotin Biosynthesis	|6.2.1.3|	cpd00067[c0] + cpd00010[c0] + cpd00002[c0] + cpd11438[c0]  -> cpd00012[c0] + cpd00018[c0] + cpd11439[c0] 	 
rxn10223[c0]	isopentadecanoyl-phosphatidate cytidylyltransferase c0	=	kb|g.575.peg.1698	Glycerolipid and Glycerophospholipid Metabolism (Bacteria)	|2.7.7.41|	cpd00052[c0] + cpd15680[c0]  <=> cpd00012[c0] + cpd15686[c0] 	 
rxn00285[c0]	Succinate CoA ligase ADP-forming c0	=	(kb|g.575.peg.1105 and kb|g.575.peg.955)	TCA Cycle	6.2.1.4|6.2.1.5	cpd00010[c0] + cpd00036[c0] + cpd00002[c0]  <=> cpd00009[c0] + cpd00008[c0] + cpd00078[c0] 	 
rxn10307[c0]	palmitoyl-lipoteichoic acid synthesis n=24 linked N-acetylglucosamine substituted c0	=	kb|g.575.peg.1423	Teichoic and Lipoteichoic Acids Biosynthesis	|2.7.8.-|	24 cpd00037[c0] + cpd15746[c0]  <=> 24 cpd00014[c0] + cpd15764[c0] 	 
rxn00770[c0]	ATP D-ribose-5-phosphate pyrophosphotransferase c0	=	kb|g.575.peg.410	Pentose Phosphate Pathway; De Novo Purine Biosynthesis	2.7.6.1	cpd00002[c0] + cpd00101[c0]  <=> cpd00018[c0] + cpd00103[c0] 	 
rxn00192[c0]	Acetyl-CoA L-glutamate N-acetyltransferase c0	>	kb|g.575.peg.897	Arginine Biosynthesis	2.3.1.1	cpd00022[c0] + cpd00023[c0]  -> cpd00067[c0] + cpd00010[c0] + cpd00477[c0] 	 
rxn05938[c0]	Pyruvate Oxidoreductase	=	(kb|g.575.peg.1504 and kb|g.575.peg.1502 and kb|g.575.peg.1505 and kb|g.575.peg.1507 and kb|g.575.peg.1503 and kb|g.575.peg.1506)	Pyruvate:Ferredoxin Oxidoreductase	|1.2.7.1|	cpd00067[c0] + cpd00011[c0] + cpd00022[c0] + cpd11620[c0]  <=> cpd00010[c0] + cpd11621[c0] + cpd00020[c0] 	 
rxn00211[c0]	UDPglucose NAD oxidoreductase c0	=	kb|g.575.peg.706	Sucrose Metabolism; Teichuronic Acid Biosynthesis	1.1.1.22	cpd00001[c0] + 2 cpd00003[c0] + cpd00026[c0]  <=> 3 cpd00067[c0] + 2 cpd00004[c0] + cpd00144[c0] 	 
rxn04783[c0]	glycinamide ribonucleotide transformylase c0	>	kb|g.575.peg.123	De Novo Purine Biosynthesis	|2.1.2.-|Undetermined|	cpd00047[c0] + cpd00002[c0] + cpd02394[c0]  -> cpd00067[c0] + cpd00009[c0] + cpd00008[c0] + cpd02678[c0] 	 
rxn01739[c0]	ATP shikimate 3-phosphotransferase c0	=	kb|g.575.peg.320	Chorismate Synthesis	2.7.1.71	cpd00002[c0] + cpd00383[c0]  <=> cpd00008[c0] + cpd02030[c0] 	 
rxn00543[c0]	Ethanol NAD oxidoreductase c0	=	kb|g.575.peg.802	Glycerolipid and Glycerophospholipid Metabolism (Bacteria)	|1.1.1.1|1.1.1.71|	cpd00003[c0] + cpd00363[c0]  <=> cpd00067[c0] + cpd00004[c0] + cpd00071[c0] 	 
rxn05235[c0]	Ribonucleotide reductase CTP c0	>	kb|g.575.peg.227	Ribonucleotide Reduction	1.17.4.2	cpd11421[c0] + cpd00052[c0]  -> cpd11420[c0] + cpd00001[c0] + cpd00356[c0] 	 
rxn06591[c0]	L-glutamate-semialdehyde NADP c0	=	kb|g.575.peg.88	Heme and Siroheme Biosynthesis	|1.2.1.70|	cpd00067[c0] + cpd00005[c0] + cpd12227[c0]  <=> cpd00006[c0] + cpd02345[c0] + cpd11912[c0] 	 
rxn00126[c0]	ATP L-methione S-adenosyltransferase c0	>	kb|g.575.peg.1640	Methionine Biosynthesis	2.5.1.6	cpd00060[c0] + cpd00001[c0] + cpd00002[c0]  -> cpd00009[c0] + cpd00012[c0] + cpd00017[c0] 	 
rxn00414[c0]	Carbon-dioxide L-glutamine amido-ligase ADP-forming c0	>	(kb|g.575.peg.1589 and kb|g.575.peg.1013)	De Novo Pyrimidine Synthesis	6.3.5.5	cpd00001[c0] + 2 cpd00002[c0] + cpd00242[c0] + cpd00053[c0]  -> cpd00067[c0] + cpd00009[c0] + 2 cpd00008[c0] + cpd00023[c0] + cpd00146[c0] 	 
rxn06937[c0]	L-Glutamate tRNAGlu ligase AMP-forming c0	>	kb|g.575.peg.1011	tRNA Aminoacylation; Heme and Siroheme Biosynthesis	6.1.1.17|6.1.1.24	cpd00067[c0] + cpd00002[c0] + cpd00023[c0] + cpd11912[c0]  -> cpd00012[c0] + cpd00018[c0] + cpd12227[c0] 	 
rxn03127[c0]	2-Methylthioethanesulfonate N-7-thioheptanoyl-3-O- c0	=	kb|g.575.peg.1555 and kb|g.575.peg.1556 and kb|g.575.peg.1557 and kb|g.575.peg.1558 and kb|g.575.peg.1559	Methanogenesis	|2.8.4.1|	cpd02438[c0] + cpd02817[c0]  <=> cpd02935[c0] + cpd01024[c0] 	 
rxn10312[c0]	isotetradecanoyl-lipoteichoic acid synthesis n=24 linked N-acetylglucosamine substituted c0	=	kb|g.575.peg.1423	Teichoic and Lipoteichoic Acids Biosynthesis	|2.7.8.-|	24 cpd00037[c0] + cpd15751[c0]  <=> 24 cpd00014[c0] + cpd15769[c0] 	 
rxn02508[c0]	N-5-Phospho-beta-D-ribosylanthranilate ketol-isomerase c0	=	kb|g.575.peg.1004	Tryptophan Synthesis	5.3.1.24	cpd02642[c0]  <=> cpd00956[c0] 	 
rxn00127[c0]	S-Adenosyl-L-methionine carboxy-lyase c0	>	kb|g.575.peg.1583	Polyamine Metabolism	4.1.1.50	cpd00067[c0] + cpd00017[c0]  -> cpd00011[c0] + cpd00837[c0] 	 
rxn05251[c0]	FACOAL170anteiso c0	>	kb|g.575.peg.566	Unsaturated Fatty Acid Biosynthesis; Biotin Biosynthesis	|6.2.1.3|	cpd00067[c0] + cpd00010[c0] + cpd00002[c0] + cpd11433[c0]  -> cpd00012[c0] + cpd00018[c0] + cpd11434[c0] 	 
rxn02938[c0]	1-5-Phospho-D-ribosyl-5-amino-4-imidazolecarboxylate carboxy-lyase c0	>	kb|g.575.peg.282	De Novo Purine Biosynthesis	|4.1.1.21|	cpd00067[c0] + cpd02893[c0]  -> cpd00011[c0] + cpd02140[c0] 	 
rxn00139[c0]	AMP pyrophosphate phosphoribosyltransferase c0	>	kb|g.575.peg.660	cAMP Signaling in Bacteria; Purine Conversions	2.4.2.7|2.4.2.8	cpd00128[c0] + cpd00103[c0]  -> cpd00012[c0] + cpd00018[c0] 	 
rxn05736[c0]	fatty-acid--CoA ligase tetradecanoate c0	>	kb|g.575.peg.566	Unsaturated Fatty Acid Biosynthesis; Biotin Biosynthesis	|6.2.1.3|	cpd00067[c0] + cpd00010[c0] + cpd00002[c0] + cpd03847[c0]  -> cpd00012[c0] + cpd00018[c0] + cpd01695[c0] 	 
rxn05527[c0]	cytosine transport in via proton symport c0	=	(kb|g.575.peg.789)	Transport		cpd00067[e0] + cpd00307[e0]  <=> cpd00067[c0] + cpd00307[c0] 	 
rxn02465[c0]	N-Acetyl-L-glutamate-5-semialdehyde NADP 5-oxidoreductase c0	>	kb|g.575.peg.116	Arginine Biosynthesis	1.2.1.38	cpd00005[c0] + cpd02552[c0]  -> cpd00006[c0] + cpd00009[c0] + cpd00918[c0] 	 
rxn09205[c0]	Phosphatidylserine syntase n-C12 0 c0	>	kb|g.575.peg.1171	Glycerolipid and Glycerophospholipid Metabolism (Bacteria)	|2.7.8.8|	cpd00054[c0] + cpd15417[c0]  -> cpd00067[c0] + cpd00046[c0] + cpd15552[c0] 	 
rxn05957[c0]	O-Succinyl-L-homoserine succinate-lyase adding cysteine c0	>	kb|g.575.peg.12	Methionine Biosynthesis	|2.5.1.48|4.2.99.9|2.5.1.-|	cpd00239[c0] + cpd00822[c0]  -> cpd00067[c0] + cpd00135[c0] + cpd00036[c0] 	 
rxn03513[c0]	S-Adenosyl-L-methionine precorrin-3B C17-methyltransferase c0	=	kb|g.575.peg.953	Coenzyme B12 Biosynthesis	|2.1.1.131|	cpd00017[c0] + cpd03833[c0]  <=> 2 cpd00067[c0] + cpd00019[c0] + cpd03834[c0] 	 
rxn00549[c0]	D-Fructose-1 6-bisphosphate 1-phosphohydrolase c0	=	kb|g.575.peg.317	Glycolysis and Gluconeogenesis	3.1.3.11	cpd00001[c0] + cpd00290[c0]  -> cpd00067[c0] + cpd00009[c0] + cpd00072[c0] 	 
rxn01257[c0]	chorismate L-glutamine aminotransferase c0	=	kb|g.575.peg.1005	Folate Biosynthesis; Tryptophan Synthesis	|2.6.1.85|	cpd00053[c0] + cpd00216[c0]  <=> cpd00023[c0] + cpd08210[c0] 	 
rxn01740[c0]	Shikimate NADP 5-oxidoreductase c0	=	kb|g.575.peg.936	Chorismate Synthesis	1.1.1.25|1.1.1.282	cpd00006[c0] + cpd00383[c0]  <=> cpd00067[c0] + cpd00005[c0] + cpd01716[c0] 	 
rxn12847[c0]	Gly-Try aminopeptidase c0	=	(kb|g.575.peg.1204 or kb|g.575.peg.1444)	Protein Degradation	|3.4.11.2|	cpd00001[c0] + cpd15606[c0]  <=> cpd00033[c0] + cpd00069[c0] 	 
rxn00416[c0]	L-aspartate L-glutamine amido-ligase AMP-forming c0	>	kb|g.575.peg.918	Glutamine/Glutamate/Aspartate/Asparagine Biosynthesis	6.3.5.4	cpd00001[c0] + cpd00002[c0] + cpd00041[c0] + cpd00053[c0]  -> cpd00012[c0] + cpd00023[c0] + cpd00018[c0] + cpd00132[c0] 	 
rxn01620[c0]	L-Fuculose-1-phosphate lactaldehyde-lyase c0	=	kb|g.575.peg.1187	L-Fucose Utilization	4.1.2.17	cpd00806[c0]  <=> cpd00095[c0] + cpd00334[c0] 	 
rxn00903[c0]	L-Valine 2-oxoglutarate aminotransferase c0	=	kb|g.575.peg.132	Amino Acid Biosynthesis	2.6.1.42|2.6.1.6	cpd00024[c0] + cpd00156[c0]  <=> cpd00123[c0] + cpd00023[c0] 	 
rxn00947[c0]	Palmitate CoA ligase AMP-forming c0	>	kb|g.575.peg.566	HMG CoA Synthesis	|6.2.1.3|	cpd00067[c0] + cpd00010[c0] + cpd00002[c0] + cpd00214[c0]  -> cpd00012[c0] + cpd00018[c0] + cpd00134[c0] 	 
rxn10310[c0]	isoheptadecanoyl-lipoteichoic acid synthesis n=24 linked N-acetylglucosamine substituted c0	=	kb|g.575.peg.1423	Teichoic and Lipoteichoic Acids Biosynthesis	|2.7.8.-|	24 cpd00037[c0] + cpd15749[c0]  <=> 24 cpd00014[c0] + cpd15767[c0] 	 
rxn00838[c0]	IMP L-aspartate ligase GDP-forming c0	>	kb|g.575.peg.1432	Histidine Biosynthesis; Purine Conversions	6.3.4.4	cpd00041[c0] + cpd00038[c0] + cpd00114[c0]  -> 2 cpd00067[c0] + cpd00009[c0] + cpd02375[c0] + cpd00031[c0] 	 
rxn00297[c0]	UDP-N-acetyl-D-glucosamine 2-epimerase c0	=	(kb|g.575.peg.705 or kb|g.575.peg.357)	Sialic Acid Metabolism	5.1.3.14	cpd00037[c0]  <=> cpd00861[c0] 	 
rxn00065[c0]	ATP pyrophosphate-lyase cyclizing c0	>	(kb|g.575.peg.1064 or kb|g.575.peg.1120)	cAMP Signaling in Bacteria	4.6.1.1	cpd00002[c0]  -> cpd00012[c0] + cpd00446[c0] 	 
rxn00141[c0]	S-Adenosyl-L-homocysteine hydrolase c0	=	kb|g.575.peg.920	Methionine Biosynthesis/Degradation	3.3.1.1	cpd00001[c0] + cpd00019[c0]  <=> cpd00135[c0] + cpd00182[c0] 	 
rxn01454[c0]	S-3-Hydroxy-3-methylglutaryl-CoA acetoacetyl-CoA-lyase c0	>	kb|g.575.peg.1211	Isoprenoid Biosynthesis; Archaeal Lipids	|2.3.3.10|4.1.3.5|	cpd00022[c0] + cpd00001[c0] + cpd00279[c0]  -> cpd00067[c0] + cpd00010[c0] + cpd00292[c0] 	 
rxn00337[c0]	ATP L-aspartate 4-phosphotransferase c0	=	kb|g.575.peg.1017	Lysine Biosynthesis DAP Pathway; Threonine and Homoserine Biosynthesis	2.7.2.4	cpd00067[c0] + cpd00002[c0] + cpd00041[c0]  <=> cpd00008[c0] + cpd01977[c0] 	 
rxn00777[c0]	D-Ribose-5-phosphate ketol-isomerase c0	=	kb|g.575.peg.1189	Pentose Phosphate Pathway	5.3.1.6	cpd00101[c0]  <=> cpd00171[c0] 	 
rxn01512[c0]	ATP nucleoside-diphosphate phosphatransferase c0	=	kb|g.575.peg.283	Purine Conversions; Pyrimidine Conversions	2.7.4.6	cpd00002[c0] + cpd00297[c0]  <=> cpd00008[c0] + cpd00357[c0] 	 
rxn01466[c0]	Geranyl-diphosphate isopentenyl-diphosphate geranyltrans-transferase c0	=	kb|g.575.peg.45	Archaeal Lipids	2.5.1.1|2.5.1.10|2.5.1.29	cpd00113[c0] + cpd00283[c0]  <=> cpd00012[c0] + cpd00350[c0] 	 
rxn02185[c0]	2-Acetolactate pyruvate-lyase carboxylating c0	=	(kb|g.575.peg.651 and kb|g.575.peg.650)	Branched Chain Amino Acid Synthesis; Acetoin, Butanediol Metabolism	|2.2.1.6|	cpd00668[c0] + cpd00056[c0]  <=> cpd00020[c0] + cpd03049[c0] 	 
rxn03406[c0]	Undecaprenyl-diphospho-N-acetylmuramoyl-N-acetylglucosamine- c0	>	kb|g.575.peg.1206	Peptidoglycan Biosynthesis; Amino Acid Biosynthesis	|6.3.1.2|	cpd00002[c0] + cpd00013[c0] + cpd03487[c0]  -> cpd00067[c0] + cpd00009[c0] + cpd00008[c0] + cpd03488[c0] 	 
rxn01106[c0]	2-Phospho-D-glycerate 2 3-phosphomutase c0	=	(kb|g.575.peg.598 or kb|g.575.peg.1439 or kb|g.575.peg.112)	Glycolysis and Gluconeogenesis; Theronine and Homoserine Biosynthesis	5.4.2.1|5.4.2.4	cpd00482[c0]  <=> cpd00169[c0] 	 
rxn00293[c0]	UTP N-acetyl-alpha-D-glucosamine-1-phosphate uridylyltransferase c0	=	(kb|g.575.peg.1076 and kb|g.575.peg.1076)	Peptidoglycan Biosynthesis	2.7.7.23	cpd02611[c0] + cpd00062[c0]  <=> cpd00012[c0] + cpd00037[c0] 	 
rxn05740[c0]	cpd00155 phosphorylase c0	=	kb|g.575.peg.1220	Glycogen Metabolism	2.4.1.1	cpd00067[c0] + cpd00009[c0] + cpd00155[c0]  <=> cpd00089[c0] + cpd15302[c0] 	 
rxn11544[c0]	Hydrogenobyrinate <=> Hydrogenobyrinate a c diamide c0	=	(kb|g.575.peg.1478 or kb|g.575.peg.1477 or kb|g.575.peg.28)	Coenzyme B12 Biosynthesis		cpd00001[c0] + 2 cpd00002[c0] + 2 cpd00053[c0] + cpd03832[c0]  <=> 2 cpd00008[c0] + cpd00012[c0] + 2 cpd00023[c0] + cpd03913[c0] 	 
rxn02277[c0]	7 8-Diaminononanoate carbon-dioxide cyclo-ligase c0	>	kb|g.575.peg.1573	Biotin Biosynthesis	6.3.3.3	cpd00011[c0] + cpd00002[c0] + cpd00764[c0]  -> 3 cpd00067[c0] + cpd00009[c0] + cpd00008[c0] + cpd01311[c0] 	 
rxn12638[c0]	aminopeptidase c0	>	(kb|g.575.peg.1204 or kb|g.575.peg.1444)	Protein Degradation		cpd00001[c0] + cpd11588[c0]  -> cpd00067[c0] + cpd00033[c0] + cpd00129[c0] 	 
rxn02480[c0]	5 10-Methenyltetrahydromethanopterin 10-hydrolase decyclizing c0	=	kb|g.575.peg.1191	Methanogenesis	|3.5.4.27|	cpd00001[c0] + cpd02655[c0]  <=> cpd00067[c0] + cpd00936[c0] 	 
rxn12643[c0]	aminopeptidase c0	>	(kb|g.575.peg.1204 or kb|g.575.peg.1444)	Protein Degradation		cpd00001[c0] + cpd11583[c0]  -> cpd00035[c0] + cpd00107[c0] 	 
rxn03079[c0]	5 10-Methylenetetrahydromethanopterin coenzyme-F420 oxidoreductase c0	=	kb|g.575.peg.372	Methanogenesis	|1.5.99.9|	cpd00067[c0] + cpd00649[c0] + cpd02679[c0]  <=> cpd00792[c0] + cpd02655[c0] 	 
rxn02264[c0]	Hydroxymethylbilane hydro-lyasecyclizing c0	=	kb|g.575.peg.394	Heme and Siroheme Biosynthesis	4.2.1.75	cpd00755[c0]  <=> cpd00001[c0] + cpd00774[c0] 	 
rxn05209[c0]	Proton sodium antiport c0	=	kb|g.575.peg.100 or kb|g.575.peg.587 or kb|g.575.peg.679 or kb|g.575.peg.707 or kb|g.575.peg.864	Transport		2 cpd00067[c0] + cpd00971[e0]  <=> 2 cpd00067[e0] + cpd00971[c0] 	 
rxn08306[c0]	CDP-diacylglycerol synthetase n-C12 0 c0	=	kb|g.575.peg.1698	Glycerolipid and Glycerophospholipid Metabolism (Bacteria)	|2.7.7.41|	cpd00052[c0] + cpd15521[c0]  <=> cpd00012[c0] + cpd15417[c0] 	 
